name;category_ids;sku;regular_price;stock;image_id/gallery_image_ids;descripcion;ppum
SALSA P/UN AJO/OREG LIG 12x200;COCTEL Y OTROS SNACKS;201515;1510;10;https://www.cencocal.cl/imagenes/0201515.jpg;;$1000 x KG
CALDO GOUR.TOCIN/AJO/CEB.18x6u;CALDOS Y BASES;201520;599;9;https://www.cencocal.cl/imagenes/0201520.jpg;;$1000 x KG
SALSA FRAMBUESA GOURMET 14x280;REPOSTERIA;201530;2050;11;https://www.cencocal.cl/imagenes/0201530.jpg;;$1000 x KG
SALSA CHOCOLATE GOURMET 14x280;REPOSTERIA;201531;2050;0;https://www.cencocal.cl/imagenes/0201531.jpg;;$1000 x KG
SALSA CARAMELO GOURMET 14x300g;REPOSTERIA;201532;2050;26;https://www.cencocal.cl/imagenes/0201532.jpg;;$1000 x KG
POLVO HORNEAR GOURMET 24x100g;REPOSTERIA;201533;811;0;https://www.cencocal.cl/imagenes/0201533.jpg;;$1000 x KG
SOPA GOUR. COSTI/FIDEOS 21x62g;INSTANTANEOS Y SOPAS;201535;420;4;https://www.cencocal.cl/imagenes/0201535.jpg;;$1000 x KG
SOPA GOUR. POLLO/FIDEO 21x70g;INSTANTANEOS Y SOPAS;201536;420;23;https://www.cencocal.cl/imagenes/0201536.jpg;;$1000 x KG
SOPA GOUR. CARACOLITOS 18x74g;INSTANTANEOS Y SOPAS;201539;420;0;https://www.cencocal.cl/imagenes/0201539.jpg;;$1000 x KG
SALSA ALFREDO GOURMET 25x41gr;SALSA DE TOMATE;201540;755;14;https://www.cencocal.cl/imagenes/0201540.jpg;;$1000 x KG
SALSA CARNE GOURMET 25x30gr;SALSA DE TOMATE;201541;755;32;https://www.cencocal.cl/imagenes/0201541.jpg;;$1000 x KG
SALSA BLANCA GOURMET 25x36gr;SALSA DE TOMATE;201542;755;20;https://www.cencocal.cl/imagenes/0201542.jpg;;$1000 x KG
BASE GOUR. PESCA.FRITO 20x80g;CALDOS Y BASES;201543;755;0;https://www.cencocal.cl/imagenes/0201543.jpg;;$1000 x KG
BASE GOUR. CHAPSUI 25x33g;CALDOS Y BASES;201544;755;26;https://www.cencocal.cl/imagenes/0201544.jpg;;$1000 x KG
BASE GOUR. CARNE CACER. 25x36g;CALDOS Y BASES;201545;755;22;https://www.cencocal.cl/imagenes/0201545.jpg;;$1000 x KG
